source,target,relation,effect,claim_id
γG,PrO1-xFxBiS2,HAS_PROPERTY,,N/A
γG,high,HAS_PROPERTY_VALUE,,N/A
γG,chemical pressure,PROPERTY_UNDER_CONDITION,,N/A
γG,Nd,PROPERTY_UNDER_CONDITION,,N/A
γG,large,PROPERTY_UNDER_CONDITION,,N/A
PrO1-xFxBiS2,bulk modulus,HAS_PROPERTY,,N/A
PrO1-xFxBiS2,chemical pressure,EXPERIMENT_CONDITIONS,,N/A
PrO1-xFxBiS2,anharmonic vibration of Bi along the c-axis,HAS_PROPERTY,,N/A
PrO1-xFxBiS2,anharmonicity,HAS_PROPERTY,,N/A
PrO1-xFxBiS2,superconducting Tc,HAS_PROPERTY,,N/A
PrO1-xFxBiS2,tetragonal P4/nmm,EXHIBITS_STATE,,N/A
PrO1-xFxBiS2,Tc onset,HAS_PROPERTY,,N/A
PrO1-xFxBiS2,Tc (R =0),HAS_PROPERTY,,N/A
bulk modulus,chemical pressure,PROPERTY_UNDER_CONDITION,,N/A
chemical pressure,CeOBiS2-xSex,HAS_PROPERTY,,N/A
chemical pressure,local disorder,STATE_UNDER_CONDITION,,N/A
chemical pressure,carrier localization,STATE_UNDER_CONDITION,,N/A
chemical pressure,Eu0.5La0.5FBiS2-xSex,HAS_PROPERTY,,N/A
chemical pressure,enhanced metallicity,STATE_UNDER_CONDITION,,N/A
chemical pressure,1.011,HAS_PROPERTY_VALUE,,N/A
chemical pressure,"La(O,F)BiSe2",EXPERIMENT_CONDITIONS,,N/A
chemical pressure,corrugated Bi-Se layer,STATE_UNDER_CONDITION,,N/A
chemical pressure,a axis,HAS_PROPERTY_VALUE,,N/A
Nd,"R(O,F)BiS2",EXHIBITS_STATE,,N/A
Nd,La,EXCHANGES_WITH,,N/A
x,superconducting Tc,PROPERTY_UNDER_CONDITION,,N/A
anharmonicity,superconducting Tc,PROPERTY_UNDER_CONDITION,,N/A
KCl flux,"R(O,F)BiS2",SYNTHESIZES,,N/A
KCl flux,PrOBiS2,SYNTHESIZES,,N/A
"R(O,F)BiS2",single crystals,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",solid solution limit,HAS_PROPERTY,,N/A
"R(O,F)BiS2",γ,PROPERTY_UNDER_CONDITION,,N/A
"R(O,F)BiS2",flat-shaped,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",size,HAS_PROPERTY,,N/A
"R(O,F)BiS2",a,HAS_PROPERTY,,N/A
"R(O,F)BiS2",c,HAS_PROPERTY,,N/A
"R(O,F)BiS2",F/(O + F) molar ratio,HAS_PROPERTY,,N/A
"R(O,F)BiS2",superconducting transition temperature,HAS_PROPERTY,,N/A
"R(O,F)BiS2",superconducting anisotropy,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",superconducting layer,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",CsCl/KCl flux,SYNTHESIZES,,N/A
"R(O,F)BiS2",La,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",Ce,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",Pr,EXHIBITS_STATE,,N/A
"R(O,F)BiS2",lock-in state,EXHIBITS_STATE,,N/A
F content,0.3 to 0.8,HAS_CONDITION_VALUE,,N/A
F content,zero resistivity,STATE_UNDER_CONDITION,,N/A
F content,less than 20 at%,HAS_CONDITION_VALUE,,N/A
F content,superconducting transition temperature,PROPERTY_UNDER_CONDITION,,N/A
F content,Eu0.5Ce0.5FBiS2-xSex,PROPERTY_UNDER_CONDITION,,N/A
F content,Eu0.5La0.5FBiS2-xSex,PROPERTY_UNDER_CONDITION,,N/A
F content,a-axis length,PROPERTY_UNDER_CONDITION,,N/A
F content,5.1 K,HAS_CONDITION_VALUE,,N/A
F content,Tmin,PROPERTY_UNDER_CONDITION,,N/A
F content,metallic to semiconducting crossover,STATE_UNDER_CONDITION,,N/A
F content,single crystals,EXPERIMENT_CONDITIONS,,N/A
single crystals,ambient pressure,STATE_UNDER_CONDITION,,N/A
single crystals,"Sb- and Se-substituted CeOBiS2 [CeO(Bi, Sb)(S, Se)2]",EXHIBITS_STATE,,N/A
solid solution limit,F substitution at O-site,PROPERTY_UNDER_CONDITION,,N/A
F substitution at O-site,less than 20 at%,HAS_PROPERTY_VALUE,,N/A
5 K,normal-state anisotropies,PROPERTY_UNDER_CONDITION,,N/A
5 K,5 K,HAS_CONDITION_VALUE,,N/A
5 K,superconducting transition,STATE_UNDER_CONDITION,,N/A
"Sm(O,F)BiS2 single crystals",zero resistivity,EXHIBITS_STATE,,N/A
zero resistivity,La(O0.54F0.46)(Bi0.92Cd0.08)S2,EXHIBITS_STATE,,N/A
zero resistivity,Nd1-xCexOBiS2,EXHIBITS_STATE,,N/A
zero resistivity,CeOBiS2,EXHIBITS_STATE,,N/A
zero resistivity,1.2 K,STATE_UNDER_CONDITION,,N/A
zero resistivity,La1-xCexOBiSSe,EXHIBITS_STATE,,N/A
zero resistivity,x = 0.2-0.6,STATE_UNDER_CONDITION,,N/A
superconducting transition temperature,unconventional pairing mechanism,EXHIBITS_STATE,,N/A
superconducting transition temperature,Thermal diffuse scattering,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,superconducting layer,STATE_UNDER_CONDITION,,N/A
superconducting transition temperature,4.8 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,non-fluorinated La0.80Ti0.20OBiS_2,EXHIBITS_STATE,,N/A
superconducting transition temperature,La0.85Th0.15OBiS_2,EXHIBITS_STATE,,N/A
superconducting transition temperature,ambient pressure,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,2.9 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,3.2-3.7 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,Resistivity measurements,MEASURES,,N/A
superconducting transition temperature,La(O0.54F0.46)(Bi0.92Cd0.08)S2,HAS_PROPERTY,,N/A
superconducting transition temperature,2.3 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,Sr0.5La0.5FBiS2,HAS_PROPERTY,,N/A
superconducting transition temperature,3.8 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,ionic radius,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,Bi3O2S3,HAS_PROPERTY,,N/A
superconducting transition temperature,Hydrostatic pressure,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,3.3 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,2.7K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,10.5K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,3.5,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,7.8K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,4.5K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,7.5K,HAS_PROPERTY_VALUE,,N/A
superconducting transition temperature,NdO0.5F0.5Bi(S1-xSex)2,HAS_PROPERTY,,N/A
superconducting transition temperature,CeO1-xFxBiS2,HAS_PROPERTY,,N/A
superconducting transition temperature,enhancement,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,hydrostatic external or internal chemical pressure,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,"Sb- and Se-substituted CeOBiS2 [CeO(Bi, Sb)(S, Se)2]",HAS_PROPERTY,,N/A
superconducting transition temperature,Ce-substituted Nd1-xCexOBiS2,PROPERTY_UNDER_CONDITION,,N/A
superconducting transition temperature,CeOBiS2,HAS_PROPERTY,,N/A
superconducting transition temperature,applied current density,PROPERTY_UNDER_CONDITION,,N/A
Sm,trivalent electronic configuration,EXHIBITS_STATE,,N/A
powder X-ray diffraction,c lattice constant,MEASURES,,N/A
powder X-ray diffraction,4 K,EXPERIMENT_CONDITIONS,,N/A
powder X-ray diffraction,tetragonal structure,MEASURES,,N/A
powder X-ray diffraction,weakly oriented,EXPERIMENT_CONDITIONS,,N/A
powder X-ray diffraction,LaOBiSSe,DESCRIBES,,N/A
powder X-ray diffraction,LaOBiS2,DESCRIBES,,N/A
NdO0.63F0.37BiS2,CDW wavevector,HAS_PROPERTY,,N/A
NdO0.63F0.37BiS2,CDW satellites,EXHIBITS_STATE,,N/A
NdO0.63F0.37BiS2,Thermal diffuse scattering,EXHIBITS_STATE,,N/A
CDW wavevector,"(0.17, 0.17, 0.5)",HAS_PROPERTY_VALUE,,N/A
CDW wavevector,transverse atomic displacements,EXHIBITS_STATE,,N/A
CDW wavevector,phonon softening,PROPERTY_UNDER_CONDITION,,N/A
CDW wavevector,Fermi surface nesting,PROPERTY_UNDER_CONDITION,,N/A
Fermi surface nesting,spin susceptibility,PROPERTY_UNDER_CONDITION,,N/A
NaCl-type chalcogenides,Hc2,HAS_PROPERTY,,N/A
NaCl-type chalcogenides,Jc,HAS_PROPERTY,,N/A
HEA-type site,Hc2,PROPERTY_UNDER_CONDITION,,N/A
HEA-type site,Jc,PROPERTY_UNDER_CONDITION,,N/A
Hc2,~2.75 T,HAS_PROPERTY_VALUE,,N/A
TrZr2,tetragonal (CuAl2-type),HAS_PROPERTY,,N/A
REBa2Cu3O7-d cuprates,High-entropy alloying,SYNTHESIZES,,N/A
X-ray structural analysis,CeOBiS1.7Se0.3,SYNTHESIZES,,N/A
X-ray structural analysis,"La(O,F)BiSe2",SYNTHESIZES,,N/A
X-ray structural analysis,a = 4.1408(2) Å,MEASURES,,N/A
X-ray structural analysis,c = 14.1096(6) Å,MEASURES,,N/A
X-ray structural analysis,space group P4/nmm,EXPERIMENT_CONDITIONS,,N/A
CeOBiS1.7Se0.3,tetragonal structure,EXHIBITS_STATE,,N/A
CeOBiS1.7Se0.3,Pr valence,HAS_PROPERTY,,N/A
CeOBiS1.7Se0.3,mixed-valence state,EXHIBITS_STATE,,N/A
CeOBiS1.7Se0.3,Bc2,HAS_PROPERTY,,N/A
CeOBiS1.7Se0.3,superconducting layer,EXHIBITS_STATE,,N/A
CeOBiS1.7Se0.3,Magnetoresistance,HAS_PROPERTY,,N/A
tetragonal structure,P4/nmm,STATE_UNDER_CONDITION,,N/A
tetragonal structure,4 K,STATE_UNDER_CONDITION,,N/A
tetragonal structure,La2O2Bi3AgS6,EXHIBITS_STATE,,N/A
P4/nmm,La2O2Bi3AgS6,HAS_PROPERTY,,N/A
P4/nmm,LaOBiS2,HAS_PROPERTY,,N/A
P4/nmm,polytypes,EXHIBITS_STATE,,N/A
P4/nmm,SmO1-xFxBiS2,EXHIBITS_STATE,,N/A
Pr valence,3.25,HAS_PROPERTY_VALUE,,N/A
Pr valence,X-ray absorption fine structure spectroscopy,DESCRIBES,,N/A
Pr valence,PrOBiS2,HAS_PROPERTY,,N/A
Pr valence,trivalent,HAS_PROPERTY_VALUE,,N/A
diamagnetic transition temperature,3.3 K,HAS_PROPERTY_VALUE,,N/A
diamagnetic transition temperature,La2O2Bi3Ag1-xSnxS6,HAS_PROPERTY,,N/A
diamagnetic transition temperature,Sn substitution for the Ag site,PROPERTY_UNDER_CONDITION,,N/A
diamagnetic transition temperature,7.5 K,HAS_PROPERTY_VALUE,,N/A
diamagnetic transition temperature,Bi4O4S2,HAS_PROPERTY,,N/A
diamagnetic transition temperature,H=10 Oe,PROPERTY_UNDER_CONDITION,,N/A
diamagnetic transition temperature,4.02 K,HAS_PROPERTY_VALUE,,N/A
magnetization,76Se,EXPERIMENT_CONDITIONS,,N/A
magnetization,anomalous Eu valence state,DESCRIBES,,N/A
magnetization,flux pinning,MEASURES,,N/A
magnetization,irreversible behavior,EXPERIMENT_CONDITIONS,,N/A
Bc2,γ,HAS_PROPERTY,,N/A
superconducting layer,Two-fold symmetric in-plane anisotropy of magnetoresistance,STATE_UNDER_CONDITION,,N/A
superconducting layer,tetragonal,EXHIBITS_STATE,,N/A
superconducting layer,MR,PROPERTY_UNDER_CONDITION,,N/A
superconducting layer,two-fold symmetric in-plane anisotropy,EXHIBITS_STATE,,N/A
superconducting layer,carrier concentration,STATE_UNDER_CONDITION,,N/A
superconducting layer,in-plane symmetry breaking,EXHIBITS_STATE,,N/A
superconducting layer,BiCh2-based compound,EXHIBITS_STATE,,N/A
superconducting layer,dxy symmetry,EXHIBITS_STATE,,N/A
superconducting layer,gap,EXHIBITS_STATE,,N/A
superconducting layer,x = 0.5,STATE_UNDER_CONDITION,,N/A
superconducting layer,decrease in disorder,STATE_UNDER_CONDITION,,N/A
superconducting layer,One-dimensional three-orbital model,EXHIBITS_STATE,,N/A
superconducting layer,H // c,STATE_UNDER_CONDITION,,N/A
superconducting layer,H // ab,STATE_UNDER_CONDITION,,N/A
superconducting layer,"Ln(O, F)BiS2",EXHIBITS_STATE,,N/A
superconducting layer,CeO1-xFxBiS2,EXHIBITS_STATE,,N/A
superconducting layer,first principles band structure calculations,DESCRIBES,,N/A
superconducting layer,RPA analysis,DESCRIBES,,N/A
superconducting layer,two-orbital model,DESCRIBES,,N/A
superconducting layer,BiS2-based superconductors,EXHIBITS_STATE,,N/A
superconducting layer,3.7K,STATE_UNDER_CONDITION,,N/A
superconducting layer,LaOBiS2,EXHIBITS_STATE,,N/A
superconducting layer,F-doping,STATE_UNDER_CONDITION,,N/A
superconducting layer,BiS2,EXHIBITS_STATE,,N/A
superconducting layer,LaOBiSSe,EXHIBITS_STATE,,N/A
superconducting layer,3 meV,HAS_PROPERTY_VALUE,,N/A
superconducting layer,tunneling spectra,MEASURES,,N/A
superconducting layer,"La(O,F)BiSe2",EXHIBITS_STATE,,N/A
Magnetoresistance,two-fold symmetric in-plane anisotropy,EXHIBITS_STATE,,N/A
Magnetoresistance,ab-plane,PROPERTY_UNDER_CONDITION,,N/A
Magnetoresistance,Hall effect,MEASURES,,N/A
"(Sr, La)FBiS2",isotope shifts,EXHIBITS_STATE,,N/A
"(Sr, La)FBiS2",isotope effects,EXHIBITS_STATE,,N/A
"(Sr, La)FBiS2",a-axis length,HAS_PROPERTY,,N/A
isotope effects,conventional-type,PROPERTY_UNDER_CONDITION,,N/A
"La(O,F)BiSe2",unconventional isotope effects,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",F-doping,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",CsCl flux method,SYNTHESIZES,,N/A
"La(O,F)BiSe2",single crystal X-ray diffraction,MEASURES,,N/A
"La(O,F)BiSe2",electron probe microanalysis,MEASURES,,N/A
"La(O,F)BiSe2",space group P4/nmm,HAS_PROPERTY,,N/A
"La(O,F)BiSe2",superconducting transition,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",corrugated Bi-Se layer,HAS_PROPERTY,,N/A
"La(O,F)BiSe2",physical pressure,EXPERIMENT_CONDITIONS,,N/A
"La(O,F)BiSe2",flatten,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",superconductor,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",crystal structure,EXHIBITS_STATE,,N/A
"La(O,F)BiSe2",Bi-SSe pyramid,HAS_PROPERTY,,N/A
"La(O,F)BiSe2",superconducting anisotropic parameter,HAS_PROPERTY,,N/A
BiS2-based superconductors,Structural symmetry change,EXHIBITS_STATE,,N/A
BiS2-based superconductors,pairing mechanisms,HAS_PROPERTY,,N/A
BiS2-based superconductors,insulator,EXHIBITS_STATE,,N/A
BiS2-based superconductors,band gap,HAS_PROPERTY,,N/A
BiS2-based superconductors,EuFBiS2,EXHIBITS_STATE,,N/A
BiS2-based superconductors,a-axis length,PROPERTY_UNDER_CONDITION,,N/A
BiS2-based superconductors,c lattice constant,HAS_PROPERTY,,N/A
BiS2-based superconductors,higher Tc phase,EXHIBITS_STATE,,N/A
BiS2-based superconductors,n,HAS_PROPERTY,,N/A
BiS2-based superconductors,spin fluctuations,EXHIBITS_STATE,,N/A
BiS2-based superconductors,A1g,EXHIBITS_STATE,,N/A
BiS2-based superconductors,B2g,EXHIBITS_STATE,,N/A
BiS2-based superconductors,Fermi Surface,HAS_PROPERTY,,N/A
BiS2-based superconductors,Fermi Surface segments,HAS_PROPERTY,,N/A
BiS2-based superconductors,pairing properties,HAS_PROPERTY,,N/A
Structural symmetry change,pressure effects,EXPERIMENT_CONDITIONS,,N/A
aS,-0.1 < aS < 0.1,HAS_PROPERTY_VALUE,,N/A
tetragonal,1.3 GPa,STATE_UNDER_CONDITION,,N/A
tetragonal,"R(O,F)BiS2 (R: La, Ce, Pr, Nd) single crystals",EXHIBITS_STATE,,N/A
MR,two-fold symmetric,HAS_PROPERTY,,N/A
carrier concentration,in-plane symmetry breaking,STATE_UNDER_CONDITION,,N/A
carrier concentration,CeOBiS2-xSex,HAS_PROPERTY,,N/A
Sr1-xLaxFBiS2,superconducting volume fraction,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,low-P phase,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,semiconducting characteristics,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,high-P phase,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,superconductivity,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,metallic to a semiconducting state,EXHIBITS_STATE,,N/A
Sr1-xLaxFBiS2,Tmin,HAS_PROPERTY,,N/A
Sr1-xLaxFBiS2,metallic to semiconducting crossover,EXHIBITS_STATE,,N/A
ambient pressure,superconducting volume fraction,STATE_UNDER_CONDITION,,N/A
ambient pressure,c lattice constant,PROPERTY_UNDER_CONDITION,,N/A
ambient pressure,ambient pressure,HAS_CONDITION_VALUE,,N/A
ambient pressure,Tconset,PROPERTY_UNDER_CONDITION,,N/A
ambient pressure,Hall resistance,PROPERTY_UNDER_CONDITION,,N/A
ambient pressure,anisotropy parameter of upper critical fields,PROPERTY_UNDER_CONDITION,,N/A
ambient pressure,conventional solid-state reaction,EXPERIMENT_CONDITIONS,,N/A
ambient pressure,solid-state reaction,EXPERIMENT_CONDITIONS,,N/A
ambient pressure,F-doping,PROPERTY_UNDER_CONDITION,,N/A
"RE: La, Ce, Pr, Nd, and Sm","RE: La, Ce, Pr, Nd, and Sm",HAS_CONDITION_VALUE,,N/A
superconducting volume fraction,superconductor,STATE_UNDER_CONDITION,,N/A
superconducting volume fraction,80%,HAS_PROPERTY_VALUE,,N/A
superconducting volume fraction,magnetization (MH) measurements,MEASURES,,N/A
low-P phase,Hydrostatic pressure,STATE_UNDER_CONDITION,,N/A
low-P phase,Sr0.5La0.5FBiS2,EXHIBITS_STATE,,N/A
Hydrostatic pressure,bulk superconducting phases,STATE_UNDER_CONDITION,,N/A
Hydrostatic pressure,6 kbar,HAS_CONDITION_VALUE,,N/A
Hydrostatic pressure,1.68GPa,HAS_CONDITION_VALUE,,N/A
Hydrostatic pressure,0-1.97 GPa,HAS_CONDITION_VALUE,,N/A
Hydrostatic pressure,2.19GPa,HAS_CONDITION_VALUE,,N/A
Hydrostatic pressure,4.8 K,HAS_CONDITION_VALUE,,N/A
semiconducting characteristics,high-P,STATE_UNDER_CONDITION,,N/A
semiconducting characteristics,High pressure annealing,STATE_UNDER_CONDITION,,N/A
high-P,higher pressures,HAS_CONDITION_VALUE,,N/A
high-P phase,Sr0.5La0.5FBiS2,EXHIBITS_STATE,,N/A
high-P phase,RE ionic radius,STATE_UNDER_CONDITION,,N/A
high-P phase,REO0.0.5F0.5BiS2,EXHIBITS_STATE,,N/A
ionic radius,BiS2,HAS_PROPERTY,,N/A
ionic radius,R element,HAS_PROPERTY,,N/A
Sr0.5La0.5FBiS2,superconducting-superconducting transition,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,bulk superconducting phases,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,low- and high-P phases,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,c lattice constant,HAS_PROPERTY,,N/A
Sr0.5La0.5FBiS2,in-plane size,HAS_PROPERTY,,N/A
Sr0.5La0.5FBiS2,peak broadening,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,(004) peak,HAS_PROPERTY,,N/A
Sr0.5La0.5FBiS2,solid-state reaction,SYNTHESIZES,,N/A
Sr0.5La0.5FBiS2,diamagnetic signal,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,semiconducting-like normal state,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,crossover from metallic to insulating behavior,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,superconductivity,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,superconducting transition,EXHIBITS_STATE,,N/A
Sr0.5La0.5FBiS2,Hc2(0),HAS_PROPERTY,,N/A
1.3 GPa,monoclinic,STATE_UNDER_CONDITION,,N/A
1.3 GPa,1.3 GPa,HAS_CONDITION_VALUE,,N/A
1.3 GPa,superconducting-superconducting transition,STATE_UNDER_CONDITION,,N/A
1.3 GPa,peak broadening,STATE_UNDER_CONDITION,,N/A
1.3 GPa,(004) peak,PROPERTY_UNDER_CONDITION,,N/A
1.3 GPa,Pressure above 1.3 GPa,HAS_CONDITION_VALUE,,N/A
RE ionic radius,Pc,PROPERTY_UNDER_CONDITION,,N/A
RE ionic radius,10 K,HAS_CONDITION_VALUE,,N/A
RE ionic radius,6 K,HAS_CONDITION_VALUE,,N/A
10 K,Tc onset,HAS_PROPERTY_VALUE,,N/A
BiS2 conducting layers,structural transition to monoclinic,EXHIBITS_STATE,,N/A
BiS2 conducting layers,packing density,HAS_PROPERTY,,N/A
BiS2,structural transition,EXHIBITS_STATE,,N/A
BiS2,NaCl-like,HAS_PROPERTY,,N/A
BiS2,superconductor,EXHIBITS_STATE,,N/A
BiS2,electron-phonon coupling constant,HAS_PROPERTY,,N/A
BiS2,lattice parameters,HAS_PROPERTY,,N/A
structural transition,Synchrotron X-ray diffraction,EXPERIMENT_CONDITIONS,,N/A
structural transition,x = 0,STATE_UNDER_CONDITION,,N/A
structural transition,x = 1.0,STATE_UNDER_CONDITION,,N/A
structural transition,Temperature decrease to 100 K,STATE_UNDER_CONDITION,,N/A
c lattice constant,RE,PROPERTY_UNDER_CONDITION,,N/A
c lattice constant,TEM,DESCRIBES,,N/A
c lattice constant,La2O2Bi3AgS6,HAS_PROPERTY,,N/A
c lattice constant,c,PROPERTY_UNDER_CONDITION,,N/A
c lattice constant,Eu0.5Ce0.5FBiS2-xSex,HAS_PROPERTY,,N/A
c lattice constant,a and c,HAS_PROPERTY_VALUE,,N/A
c lattice constant,Eu0.5La0.5FBiS2-xSex,HAS_PROPERTY,,N/A
c lattice constant,Ce1-xNdxO1-yFyBiS2,HAS_PROPERTY,,N/A
c lattice constant,Nd1-zSmzO1-yFyBiS2,HAS_PROPERTY,,N/A
c lattice constant,PrO0.3F0.7BiS2,HAS_PROPERTY,,N/A
c lattice constant,High pressure annealing,EXPERIMENT_CONDITIONS,,N/A
c lattice constant,a and c axes,HAS_PROPERTY_VALUE,,N/A
c lattice constant,c/a ratio,PROPERTY_UNDER_CONDITION,,N/A
c lattice constant,Nd1-xCexOBiS2,HAS_PROPERTY,,N/A
c lattice constant,Ce content x,PROPERTY_UNDER_CONDITION,,N/A
c lattice constant,La1-ySmyO0.5F0.5BiS2,HAS_PROPERTY,,N/A
c lattice constant,Bi4O4S3-xSex,HAS_PROPERTY,,N/A
c lattice constant,F-doping,PROPERTY_UNDER_CONDITION,,N/A
(004) peak,PrO0.3F0.7BiS2,HAS_PROPERTY,,N/A
(004) peak,high-pressure-annealed,PROPERTY_UNDER_CONDITION,,N/A
XRD,critical pressure,MEASURES,,N/A
XRD,Bi4O4S3-xSex,DESCRIBES,,N/A
critical pressure,1.31 GPa,HAS_PROPERTY_VALUE,,N/A
critical pressure,magnetization (MH) measurements,MEASURES,,N/A
critical pressure,change in slope,STATE_UNDER_CONDITION,,N/A
1.31 GPa,Hydrostatic pressure application,HAS_CONDITION_VALUE,,N/A
1.31 GPa,pressure coefficient,HAS_PROPERTY_VALUE,,N/A
magnetization (MH) measurements,shielding volume fraction,MEASURES,,N/A
magnetization (MH) measurements,flux pinning,MEASURES,,N/A
magnetization (MH) measurements,irreversible behavior,MEASURES,,N/A
magnetization (MH) measurements,ferromagnetic signal,MEASURES,,N/A
magnetization (MH) measurements,Hc1,MEASURES,,N/A
magnetization (MH) measurements,2K,EXPERIMENT_CONDITIONS,,N/A
Synchrotron X-ray diffraction,La2O2Bi3AgS6,SYNTHESIZES,,N/A
Synchrotron X-ray diffraction,LaOBiPbS3,DESCRIBES,,N/A
Synchrotron X-ray diffraction,in-plane disorder,DESCRIBES,,N/A
x = 0,340 K,HAS_CONDITION_VALUE,,N/A
x = 1.0,240 K,HAS_CONDITION_VALUE,,N/A
x = 1.0,1.0,HAS_CONDITION_VALUE,,N/A
4 K,4 K,HAS_CONDITION_VALUE,,N/A
4 K,temperature dependence,HAS_PROPERTY_VALUE,,N/A
4 K,temperature,HAS_CONDITION_VALUE,,N/A
broadening of the diffraction peak,Temperature decrease to 100 K,STATE_UNDER_CONDITION,,N/A
100 K,Temperature decrease to 100 K,HAS_CONDITION_VALUE,,N/A
CeOBiS2-xSex,polycrystalline,EXHIBITS_STATE,,N/A
CeOBiS2-xSex,superconducting transition,EXHIBITS_STATE,,N/A
CeOBiS2-xSex,shielding volume fraction,HAS_PROPERTY,,N/A
CeOBiS2-xSex,in-plane disorder,EXHIBITS_STATE,,N/A
polycrystalline,x = 0-1.0,STATE_UNDER_CONDITION,,N/A
polycrystalline,anisotropy parameter of upper critical fields,PROPERTY_UNDER_CONDITION,,N/A
x = 0-1.0,0-1.0,HAS_CONDITION_VALUE,,N/A
superconducting transition,magnetic susceptibility measurements,MEASURES,,N/A
superconducting transition,La0.80Ti0.20OBiS_2,EXHIBITS_STATE,,N/A
superconducting transition,La0.85Th0.15OBiS_2,EXHIBITS_STATE,,N/A
superconducting transition,~1 GPa,STATE_UNDER_CONDITION,,N/A
superconducting transition,Eu0.5La0.5FBiS2-xSex,EXHIBITS_STATE,,N/A
superconducting transition,"x = 0.6, 0.8, and 1",STATE_UNDER_CONDITION,,N/A
superconducting transition,DC magnetic susceptibility,MEASURES,,N/A
superconducting transition,3.6 K,HAS_PROPERTY_VALUE,,N/A
superconducting transition,NdO1-xFxBiS2,EXHIBITS_STATE,,N/A
superconducting transition,resistive and magnetic measurements,MEASURES,,N/A
superconducting transition,smaller gap,ASSOCIATED_WITH,,N/A
superconducting transition,inhomogeneity,STATE_UNDER_CONDITION,,N/A
superconducting transition,4.02 K,STATE_UNDER_CONDITION,,N/A
shielding volume fraction,La2O2Bi3Ag1-xSnxS6,HAS_PROPERTY,,N/A
shielding volume fraction,Sn substitution for the Ag site,PROPERTY_UNDER_CONDITION,,N/A
shielding volume fraction,La2O2Bi3Ag0.6Sn0.4S6,EXHIBITS_STATE,,N/A
shielding volume fraction,20,HAS_PROPERTY_VALUE,,N/A
shielding volume fraction,13.4 %,HAS_PROPERTY_VALUE,,N/A
magnetic susceptibility measurements,x = 0.0 and 0.5,EXPERIMENT_CONDITIONS,,N/A
magnetic susceptibility measurements,Tconset,MEASURES,,N/A
x = 0.0 and 0.5,0.4,HAS_CONDITION_VALUE,,N/A
x = 0.0 and 0.5,0.6,HAS_CONDITION_VALUE,,N/A
x = 0.0 and 0.5,0.0 and 0.5,HAS_CONDITION_VALUE,,N/A
x = 0.0 and 0.5,doped,STATE_UNDER_CONDITION,,N/A
0.6,x ≥ 0.6,HAS_CONDITION_VALUE,,N/A
0.6,"x = 0.6, 0.8, and 1",HAS_CONDITION_VALUE,,N/A
in-plane disorder,in-plane S1 site,STATE_UNDER_CONDITION,,N/A
in-plane disorder,RE3+,PROPERTY_UNDER_CONDITION,,N/A
in-plane disorder,S1 sites,HAS_PROPERTY,,N/A
in-plane disorder,chalcogen sites,STATE_UNDER_CONDITION,,N/A
in-plane disorder,Rietveld refinement,DESCRIBES,,N/A
